Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
1.279,1.321,-0.004,0.18,-0.635,1.305,0.547,-1.421,0.963,-0.7,2.019,-0.668,-0.577,-0.394,1.494,-0.39,0.101,0.664,1.528,-0.378,-1.417,-1.525,-0.506,-1.62,-0.244,1.129,1.035,3.144,0.378,0.165,0.435,-1.175,-1.481,0.698,0.314,1.334,-1.322,-0.893,0.198,0.648,-0.456,3.192,-0.475,1.462,0.049,0.419,1.397,1.671,-0.036,0.834,1.489
-0.809,0.176,0.554,-1.57,1.724,1.278,0.218,0.004,2.476,-1.185,-1.467,-0.361,0.557,0.342,0.361,0.904,0.053,-0.276,-1.61,-0.404,-0.892,0.366,0.424,0.168,-2.063,-0.483,0.042,-1.23,0.351,0.696,-0.287,1.46,-0.252,0.269,1.445,0.335,1.381,1.196,-0.512,0.334,0.397,-1.379,0.429,0.039,0.74,-1.129,0.385,0.364,0.211,-0.595,-0.806
0.461,0.527,0.707,0.809,-2.464,-0.138,0.225,-1.563,-0.371,0.027,0.445,-1.784,0.536,-0.089,0.368,0.042,0.457,-2.043,1.008,0.449,-0.246,-0.685,-1.596,-0.586,2.775,-0.822,0.19,0.394,0.351,-0.366,-0.012,0.155,-0.15,0.194,-0.03,0.704,-1.313,0.307,-0.385,0.388,2.992,0.467,0.362,0.592,0.024,-0.155,0.273,0.839,0.797,-0.252,0.537
0.609,0.461,0.619,0.775,0.372,0.396,-1.246,0.628,0.718,1.478,0.14,-0.334,0.944,0.906,0.658,0.904,0.999,-0.434,-0.168,-0.215,0.368,1.082,-0.215,0.545,-0.685,-0.921,-0.858,-0.604,0.741,0.43,-0.1,0.588,0.589,-0.901,-0.817,-0.19,-0.256,0.581,0.58,0.453,-0.451,-0.737,-0.235,0.4,-0.79,-0.269,-0.515,-0.349,1.158,-0.797,0.438
0.624,0.518,0.487,-2.662,-0.025,-1.438,-0.232,-0.05,2.064,0.721,-0.097,-0.454,1.197,0.96,0.558,0.257,0.374,-0.663,-0.199,1.241,1.753,-0.183,0.689,-1.263,0.347,0.522,1.439,-0.324,0.969,-0.897,1.358,1.627,-1.171,-0.104,1.068,0.699,-0.067,0.248,0.237,0.345,1.102,-0.635,0.182,0.477,0.291,1.68,1.285,0.839,0.37,0.044,0.8
0.852,0.82,0.616,-0.138,-1.253,-1.464,0.257,-0.071,0.928,-0.595,0.636,-0.671,0.433,0.393,1.014,0.042,-0.502,0.021,0.7,0.694,1.209,-0.897,1.127,-0.822,0.197,-0.403,1.854,1.078,1.08,0.165,-0.579,-0.621,0.148,-0.931,1.068,0.347,-1.191,-0.264,-0.014,0.441,-0.452,0.95,-0.588,0.931,-0.735,-1.105,-0.149,0.364,-0.342,0.031,0.947
0.43,0.225,-0.893,-0.803,-0.909,-0.792,-1.131,2.064,1.119,0.26,0.49,0.131,-0.61,-0.388,0.063,0.042,0.626,0.381,1.013,-0.694,0.792,-0.457,0.471,-0.125,-1.121,0.117,-0.269,1.672,-0.57,0.961,-2.607,1.49,0.295,0.621,0.133,0.188,-0.609,-0.842,-1.399,0.119,-0.461,1.517,-2.44,0.318,-2.285,-4.627,-4.789,0.364,0.083,1.578,-0.258
0.573,0.47,1.074,0.996,0.086,-0.01,0.188,-0.317,-0.489,-1.259,0.028,-0.555,1.298,1.039,0.691,0.042,1.273,-0.647,-0.051,-0.657,0.71,-1.935,0.173,-0.187,0.026,-0.298,-0.617,-0.382,1.062,-0.897,0.519,0.953,0.553,0.43,-0.259,0.52,1.111,0.469,0.43,0.367,-0.449,-0.316,0.033,0.619,1.124,0.534,0.61,0.602,1.273,-0.984,0.501
-0.521,-0.723,-2.145,-1.852,-0.872,-0.828,-0.194,-0.418,-0.517,0.511,-0.628,-1.045,-2.566,-3.724,-1.373,-0.821,-1.065,-1.391,-0.595,0.109,0.418,1.868,0.68,-0.138,1.331,-0.049,-0.582,0.143,-2.654,0.165,0.076,0.473,-0.97,-1.664,1.068,1.334,1.301,-1.789,-0.606,-0.275,-0.454,-0.173,0.187,-2.173,0.818,-0.04,0.273,1.671,-1.526,0.003,-0.949
0.106,0.132,-0.545,-0.094,0.893,-0.507,1.566,0.856,0.236,0.195,0.157,0.119,-0.236,-0.627,-0.286,0.042,0.619,0.165,0.246,-0.05,-1.371,0.798,-0.382,0.311,1.297,0.739,-1.065,0.127,-0.39,0.165,0.064,0.108,-0.563,0.645,0.133,0.336,0.88,-0.402,1.106,0.114,-0.448,0.176,0.155,-0.183,0.238,0.19,0.498,0.364,0.017,0.39,0.828
-0.3,0.131,1.262,1.415,1.058,-1.514,0.716,-0.423,-0.447,0.054,-0.69,-0.595,0.73,0.59,0.307,-0.39,-0.725,0.091,-0.553,0.262,0.285,-1.194,1.628,0.159,0.054,-0.193,-0.714,-1.019,0.493,0.43,1.446,-1.783,-0.218,1.095,0.133,0.331,1.22,-0.259,1.056,0.421,1.279,-1.095,-0.299,0.267,-0.687,1.68,0.835,0.364,-0.221,-1.385,0.327
0.213,0.338,0.559,0.289,-0.325,1.378,-1.752,0.411,-1.854,-1.367,-0.082,-1.18,0.28,-0.328,0.134,0.042,0.114,-0.615,0.514,0.442,-0.45,-1.103,0.468,-1.96,0.106,-0.105,0.357,0.061,0.051,-0.897,-0.016,0.123,-1.044,0.241,-0.096,0.725,-0.186,0.036,0.154,0.208,0.277,-0.089,-0.305,0.224,0.403,-0.155,0.273,0.839,-0.197,0.078,0.411
0.756,0.515,0.741,1.007,0.798,0.132,0.731,-0.816,0.458,0.073,-0.026,-0.44,0.993,0.993,0.815,0.042,0.189,-1.161,-0.255,-0.153,1.039,-1.127,0.049,0.649,-1.092,-1.071,-2.195,-0.707,0.952,0.43,-0.58,0.342,0.965,-0.857,-0.259,0.341,0.394,0.579,0.773,0.481,-0.458,-0.645,0.037,0.697,0.14,-0.843,0.048,0.364,0.272,-0.944,0.336
-0.036,0.011,0.816,1.154,0.845,-0.095,1.069,0.54,1.431,-0.568,-0.191,-0.535,0.21,0.355,-0.176,-0.39,-0.385,0.188,0.077,0.076,-1.053,1.861,1.519,0.725,-0.82,-0.92,-0.562,-0.083,0.218,0.165,0.352,-1.203,0.032,0.321,0.133,0.706,-1.318,-0.088,0.311,0.354,1.511,-0.099,0.416,0.246,-0.408,0.247,0.329,0.839,0.112,-0.668,0.231
0.825,0.711,1.238,0.892,-2.235,0.689,-1.488,0.413,0.223,-0.135,0.756,-1.453,0.833,0.373,0.591,0.042,0.422,-1.299,1.1,1.916,-0.368,1.376,-0.108,-0.516,0.326,0.527,0.201,0.728,0.43,-0.897,0.066,0.381,0.001,-1.23,-0.621,0.597,-1.314,-0.077,-0.367,0.298,-0.459,0.772,0.227,0.75,0.32,-2.334,-2.258,0.245,0.393,-2.059,1.094
0.596,0.237,1.166,-0.814,-0.403,1.314,0.374,-0.064,-0.825,0.959,-0.424,-1.265,1.439,1.326,0.611,0.473,1.896,-2.38,-0.737,1.978,0.448,-0.77,2.253,0.634,-1.34,-0.273,1.579,-0.986,1.244,0.165,0.529,1.701,-0.065,-0.739,1.445,0.244,0.966,0.809,-0.301,0.44,-0.447,-1.133,0.15,0.344,0.425,0.476,0.291,0.245,1.268,-1.325,1.17
0.681,0.131,1.187,-0.555,-0.146,1.119,0.386,0.119,-0.497,0.439,-0.189,-0.995,0.107,0.268,0.498,-0.39,-2.08,-1.221,0.455,0.448,-0.667,0.761,-1.053,1.885,0.879,-0.241,0.354,0.494,0.01,-0.897,0.986,-0.217,0.214,-1.235,0.51,1.318,-0.46,0.306,-0.636,0.368,-0.448,0.641,0.273,0.069,0.75,1.107,0.273,1.671,-2.517,-1.527,0.667
0.714,0.704,0.225,-0.412,-1.006,-0.418,-0.512,0.601,2.207,-0.431,0.446,-0.561,1.07,1.039,0.668,1.335,0.421,-0.66,0.574,1.218,0.166,0.655,-0.41,0.663,-0.438,-0.35,2.236,0.34,0.47,0.165,0.253,0.988,-0.226,0.954,1.068,0.247,-0.621,-0.932,-0.043,0.411,-0.449,0.338,-0.086,0.663,0.434,0.19,0.16,0.245,0.279,-0.048,1.128
-0.413,-0.227,0.512,2.025,-0.554,0.796,-0.405,1.558,-0.623,1.276,-0.446,-0.474,0.777,0.513,0.243,-0.39,1.988,-0.036,-0.011,0.488,-0.263,-1.414,1.136,1.048,-0.097,1.148,-0.932,-0.52,0.939,0.829,0.08,-1.789,0.8,0.95,0.133,0.343,0.233,-0.135,0.851,0.107,1.28,-0.886,-0.384,0.426,-0.364,-0.04,0.273,0.364,2.237,0.689,-0.004
0.619,0.566,0.008,0.579,1.387,-0.315,0.962,-0.121,-0.013,0.415,0.159,-1.533,-0.067,-0.67,0.55,0.042,0.298,-2.185,0.181,0.444,-0.607,-0.862,0.948,-0.3,-0.806,1.224,-0.828,-0.432,0.059,-1.162,-0.39,-1.992,0.971,-0.277,0.133,-0.648,-0.05,0.583,-0.049,0.327,-0.447,-0.233,-0.076,0.299,-0.379,-0.671,-0.365,-0.943,-0.546,-0.195,1.063
-1.174,-2.022,-0.641,-0.482,0.49,2.531,0.516,1.242,0.483,-1.21,-0.367,-0.783,-0.062,0.43,-1.125,0.042,-2.363,-0.323,-0.106,0.295,1.148,-1.65,-0.057,-0.785,-0.262,-1.706,-0.151,-0.372,-1.197,-0.897,-0.584,-2.854,-0.864,-0.061,-0.259,0.363,0.661,-0.079,0.794,0.176,-0.456,0.289,-0.722,-1.534,-0.887,-0.843,0.16,0.443,-2.114,0.218,-1.383
0.511,0.589,-0.823,-1.755,-0.46,0.616,0.096,0.284,1.626,-0.268,0.768,-0.774,-0.554,-1.201,0.3,0.904,-0.156,-1.453,0.886,0.199,0.249,0.683,0.107,-2.645,0.669,-1.536,-0.247,1.984,-0.95,0.165,0.447,0.479,-0.444,-0.738,0.314,0.328,0.1,-0.726,0.44,0.187,-0.45,1.553,-0.298,0.06,0.163,0.419,0.16,0.364,0.018,0.69,-0.726
0.479,-0.159,1.176,-0.483,1.419,0.845,0.675,0.178,0.062,-0.391,-0.43,-0.363,0.887,0.913,0.565,-0.39,0.308,-0.145,-0.635,1.634,2.262,0.21,-0.199,0.194,0.341,-2.868,1.889,0.134,1.335,-0.366,0.076,-2.065,0.095,-1.416,1.626,1.332,0.563,0.008,1.31,0.475,0.151,-0.701,-0.309,0.093,0.107,-0.04,0.16,1.671,0.329,-0.483,0.642
0.793,0.396,1.175,-0.173,-1.584,-2.507,0.576,-0.905,-0.088,-0.08,0.114,-0.41,-0.138,-0.53,0.861,0.042,0.713,-0.309,-0.158,0.259,0.302,0.549,0.419,-0.245,-1.793,0.07,-0.744,-0.334,0.607,1.227,1.438,0.696,0.381,0.175,-0.063,-0.306,0.939,-0.062,-0.219,0.355,1.276,-0.272,0.232,0.545,-0.803,1.68,-0.065,-0.349,0.854,-1.536,1.093
-1.431,-0.371,1.38,-0.653,0.558,0.196,1.393,0.006,0.701,0.144,-2.138,-0.146,1.789,1.414,0.212,0.904,-0.967,0.012,-1.914,0.951,0.172,0.175,2.761,0.569,0.475,1.233,0.647,-1.19,1.425,-0.897,0.063,0.877,0.625,-0.258,0.133,0.255,1.108,1.64,0.164,0.43,-0.453,-1.699,-0.022,-0.198,0.369,0.266,-0.149,0.126,-0.468,-0.707,-1.129
-0.449,-0.396,0.789,-0.741,0.829,1.096,2.104,-0.073,0.401,1.954,-0.876,-1.187,0.893,0.616,0.241,-1.898,-0.349,-2.096,-1.0,0.898,-0.863,0.402,-0.377,0.854,-0.305,0.461,-0.533,-1.494,0.704,0.165,0.579,1.712,-0.177,-0.771,0.51,0.024,1.688,2.416,-0.827,0.223,0.399,-1.549,-0.133,-0.086,0.423,-0.212,-0.459,-0.349,-0.638,-1.442,-0.226
1.086,0.682,2.429,1.184,-1.439,0.364,1.246,0.633,-2.064,-0.892,0.296,-1.486,0.722,0.366,1.164,-0.821,0.679,-2.115,0.463,1.164,0.697,0.363,1.162,-0.097,-0.933,1.677,0.054,0.622,1.165,-0.897,0.982,-0.818,-0.185,-0.337,-0.621,0.35,0.093,0.324,0.031,0.567,-0.454,0.03,0.654,0.718,-0.455,1.107,0.863,0.364,0.459,-1.821,1.743
-1.05,-0.991,-1.446,1.711,0.629,-0.384,-1.6,2.647,1.162,-1.144,-0.931,0.186,-2.148,-2.495,-1.558,0.042,-2.487,0.433,-1.262,-0.689,0.858,0.645,-1.107,-1.212,-0.914,-1.183,-0.194,-1.075,-2.179,0.165,0.442,2.592,1.173,1.035,0.314,0.348,0.398,-0.045,1.119,-0.24,-0.45,-1.101,-0.386,-1.845,1.092,0.419,0.16,0.364,-2.564,0.839,-1.36
-1.241,-1.289,-1.054,0.911,-1.106,1.863,-1.56,-0.709,0.626,0.99,1.355,-0.351,-0.198,0.261,-1.214,0.042,0.372,0.535,1.89,-0.422,-1.88,1.201,1.37,0.348,-0.751,0.15,0.166,-0.103,-0.387,-0.897,-3.569,-3.542,-0.798,0.485,-0.063,0.353,0.66,-0.833,1.314,-0.039,-0.45,0.133,-0.327,-0.655,-0.469,-2.735,-2.315,0.364,0.946,1.813,-1.052
0.686,0.663,0.616,-1.556,-1.018,-0.059,1.544,-1.741,-1.109,1.418,0.874,-0.996,0.301,0.244,0.829,0.473,-0.448,-0.977,0.289,0.178,-0.868,-0.118,1.232,-0.088,0.454,0.775,-0.529,-0.791,0.202,-0.897,0.262,-1.564,0.926,0.038,-0.063,0.717,0.09,1.009,0.56,0.507,-0.46,-0.755,0.399,0.993,0.165,0.19,-0.065,0.839,-0.037,-0.356,1.198
0.062,0.207,0.851,0.609,-0.174,0.367,-0.146,-0.512,-1.439,0.296,-0.88,-0.036,0.838,0.702,0.324,0.904,0.522,-0.012,-0.829,0.129,-0.987,-0.574,0.772,0.174,-0.283,0.281,-0.587,-0.538,0.545,0.696,0.262,0.75,-0.48,-1.344,-0.621,0.071,1.109,0.497,1.273,0.387,1.35,-0.344,-0.063,0.225,0.217,0.362,0.24,0.126,0.754,-0.947,0.202
1.024,0.842,-0.038,-0.446,1.03,1.078,-0.703,0.931,-1.056,-0.731,0.603,-0.168,-1.308,-1.32,0.536,0.042,1.335,-0.007,0.489,-0.093,1.439,-0.025,-0.603,1.498,-1.716,-0.233,-0.854,0.516,-1.01,1.227,0.064,0.234,0.663,0.128,0.314,-0.195,0.94,-1.444,0.458,0.327,2.098,0.328,0.076,-0.481,-0.895,-2.334,-2.54,-0.349,1.045,-0.342,1.11
0.776,0.509,1.139,1.271,0.609,0.838,-0.251,-1.45,1.011,0.038,0.582,-1.201,0.362,0.271,0.716,-1.252,0.158,-2.179,0.612,1.982,-1.186,1.341,1.477,-0.357,0.984,1.27,0.484,0.463,0.936,0.43,-1.3,-0.121,0.528,-0.838,0.51,0.27,1.081,0.099,-0.829,0.381,0.734,0.505,-0.272,0.535,-0.61,-2.047,-2.258,-1.596,0.398,-1.509,0.874
0.991,0.837,-0.07,-0.354,1.033,0.573,-0.355,-0.73,0.451,0.735,1.127,-1.632,-0.936,-1.673,0.562,0.473,-0.609,-2.117,1.744,-1.306,-0.476,-0.539,-1.102,0.087,0.769,-0.546,-1.264,1.383,-0.729,-1.162,-0.854,2.433,0.569,0.678,-1.013,0.366,-1.321,-0.609,-0.845,0.444,-0.457,1.882,-0.529,0.335,-0.88,-1.187,-0.29,0.364,-0.784,-0.111,0.733
0.505,0.28,0.672,-0.494,0.927,0.564,2.156,-1.786,-0.277,0.83,-0.41,-0.175,1.243,1.109,0.252,0.904,1.155,0.037,-0.225,-0.93,-0.16,-1.862,1.161,-0.479,0.627,0.405,-0.696,-0.182,0.949,0.43,0.248,1.218,0.068,-0.343,0.133,0.255,-0.886,0.593,-0.06,0.36,-0.437,-0.237,1.008,0.315,0.422,0.19,-0.177,0.245,1.183,-0.307,0.41
0.966,0.874,0.751,0.693,-2.006,-0.24,-1.17,0.24,0.354,1.487,0.961,-0.365,0.751,0.912,1.143,-0.39,0.563,-0.138,1.277,0.897,0.007,-0.855,0.496,-0.205,-1.249,1.692,1.284,1.063,0.858,0.43,0.524,-0.932,-0.086,-1.046,1.068,0.308,-1.313,-0.568,-0.795,0.576,-0.457,0.45,0.197,1.194,-0.28,0.534,-0.29,0.364,0.815,-0.339,1.188
0.924,0.577,1.579,0.703,-0.936,0.345,0.547,1.487,0.493,-0.174,0.325,-1.679,1.02,0.469,1.038,0.042,0.269,-1.862,0.391,0.844,0.689,-0.852,-0.991,1.129,-1.326,-1.868,-0.09,-0.057,0.602,-0.897,0.251,-0.021,-0.11,-0.076,-0.259,0.355,-0.746,0.149,0.207,0.476,0.739,0.049,0.253,0.814,0.169,0.19,0.498,0.364,0.149,-1.451,1.152
-1.57,-2.005,-1.691,-0.756,-1.581,-0.436,2.421,1.001,-0.222,0.111,-1.022,-0.599,-2.61,-1.563,-1.454,-2.707,-2.5,0.405,-0.477,0.087,-2.134,-0.768,1.272,1.552,-0.66,-1.091,1.132,1.381,-2.956,-0.897,0.441,-1.322,-1.453,0.059,0.51,1.321,-1.138,-0.689,0.046,-0.403,-0.457,0.821,-0.311,-2.845,0.304,0.419,1.397,1.671,-2.595,0.992,-1.892
0.227,-0.014,1.696,-0.146,0.368,-0.27,-1.778,0.368,1.92,-0.592,-0.588,-0.496,0.708,0.914,0.25,-0.39,-0.185,-0.448,-0.385,1.837,-2.052,-0.037,0.44,0.89,-1.149,0.497,1.774,-0.68,0.83,0.165,0.065,-1.305,-0.337,-1.881,1.626,-0.198,0.654,-0.091,0.742,0.239,-0.454,-0.702,-0.592,0.209,-0.79,0.82,1.06,-0.349,-0.137,-2.437,0.547
0.501,0.436,-0.978,0.005,0.389,0.024,0.69,1.123,-0.703,-1.713,0.222,-0.099,0.583,1.077,0.156,0.042,-0.164,0.079,0.627,0.932,0.326,-0.392,1.768,0.652,0.416,0.522,1.394,0.152,-0.194,-0.764,0.082,1.39,-0.263,-0.972,0.872,0.348,-1.19,-1.542,-1.256,0.173,-0.457,0.306,0.41,0.032,1.654,-0.04,-0.29,0.364,-0.543,0.058,0.011
0.605,0.501,-0.27,0.429,-1.785,-0.255,-1.052,2.491,0.479,0.421,0.235,-0.371,-0.911,-1.337,0.706,-1.252,0.647,0.313,-0.286,-1.194,0.74,0.478,1.101,-0.498,-0.466,0.533,-0.636,-0.641,-0.43,-0.366,-3.569,-1.776,0.331,0.816,0.314,-0.804,0.511,-0.55,0.437,0.336,0.739,-0.309,-1.616,0.115,-1.566,0.209,-0.655,0.364,0.414,0.023,-0.165
-0.199,-0.19,-0.747,0.251,-0.268,-2.171,1.06,0.366,0.187,1.517,1.168,-0.043,-0.705,-0.476,-0.777,0.042,0.459,0.3,1.355,-0.7,0.457,0.578,-0.347,-0.878,-0.769,0.522,-0.276,0.565,-0.705,0.497,-0.295,-0.192,-0.338,1.234,1.068,0.338,-1.191,-1.2,1.548,0.026,-0.452,0.471,0.455,-0.23,-0.378,-0.499,0.385,0.364,0.567,1.079,0.11
-1.239,-1.564,-0.789,-0.466,0.268,0.324,-0.412,0.937,-0.113,0.227,0.28,-0.523,-0.406,0.075,-1.192,0.473,0.427,0.406,0.041,0.255,-1.152,-0.634,1.166,0.044,-0.718,-0.76,-0.771,0.69,-0.507,0.165,0.624,-2.389,-1.134,-0.164,0.51,0.874,-1.318,-0.767,1.02,-0.183,-0.46,0.751,-0.372,-0.798,-0.34,0.648,0.835,1.077,1.004,1.603,-1.278
1.041,1.17,0.565,1.085,1.227,-0.33,1.147,0.924,0.451,0.938,1.218,-0.15,0.053,0.353,1.09,-1.252,0.868,0.14,1.336,0.553,-1.659,1.574,2.827,2.027,2.123,-0.495,1.053,2.311,1.146,0.43,-0.85,0.314,-0.719,0.275,0.51,-0.254,-1.312,-0.701,-1.538,0.455,1.283,2.354,1.062,1.666,-0.234,-1.187,-1.415,-0.349,0.881,0.756,1.224
0.947,0.911,0.989,0.959,-0.942,-1.241,-0.828,0.302,-0.289,-1.481,0.935,-1.671,0.877,1.068,1.037,0.473,1.39,-2.35,1.186,0.219,0.829,-0.517,-0.753,1.796,0.244,0.308,-0.639,1.446,0.678,0.165,-0.379,-1.09,-1.632,-0.022,0.133,0.322,-1.322,-1.51,-0.739,0.582,-0.457,1.214,1.131,0.733,-0.115,-0.327,-0.093,-0.126,1.007,-0.718,2.538
0.181,0.085,1.293,-0.991,1.46,-0.551,0.961,2.024,0.054,0.949,-0.232,-1.615,0.56,-0.492,-0.187,-0.318,0.031,-1.625,0.124,0.632,-1.295,0.31,2.574,0.649,0.195,1.489,-0.086,0.015,0.324,-1.162,1.438,0.49,-0.122,-0.1,-0.528,-1.175,0.51,0.992,-1.201,0.21,-0.456,-0.393,0.531,-0.169,1.766,1.68,0.273,-1.537,0.217,-1.007,0.442
0.464,0.477,0.529,-0.845,0.585,1.371,-0.694,-0.097,1.596,-0.344,-0.227,-0.141,1.314,1.208,0.645,0.904,0.726,0.051,-0.151,-0.6,3.189,0.703,-0.477,0.508,-0.2,-0.625,-0.733,-0.982,0.889,0.165,0.201,1.028,-0.438,-0.581,-0.063,0.247,-0.62,0.912,-0.26,0.424,-0.435,-1.124,0.851,0.363,0.573,-0.04,-0.29,0.245,0.709,-0.066,0.368
1.002,0.948,1.297,0.832,-0.544,-0.525,-0.055,-0.489,-1.023,-0.095,0.294,-0.013,1.125,1.16,1.158,0.042,1.909,0.365,-0.005,-0.453,-1.836,-0.173,-0.267,-0.673,0.029,0.377,-0.267,-0.608,1.183,1.227,-0.677,0.698,-0.124,0.827,0.133,-0.245,1.23,0.001,0.099,0.521,1.242,-0.924,0.384,0.617,-0.722,-0.809,-1.293,-0.349,1.949,-0.605,1.529
0.697,0.347,0.82,1.294,2.289,-1.272,0.385,0.18,-1.766,-0.643,-0.168,-0.027,0.823,1.002,0.828,0.042,0.373,0.033,-0.168,-0.322,0.365,0.726,-0.288,-0.501,-0.321,-0.596,-2.397,-0.797,0.694,0.165,-0.574,-0.111,0.586,-0.462,-0.388,0.333,0.551,0.204,1.874,0.441,2.149,-0.175,-0.526,0.711,-0.132,-1.301,0.216,-0.289,0.222,-0.776,0.317
-0.116,0.084,-0.015,0.587,-0.157,1.854,-1.085,-0.994,-0.914,0.352,0.195,-0.491,0.073,-0.142,0.205,0.042,0.549,0.004,0.328,-1.533,2.012,2.116,0.773,0.465,0.272,-0.575,-0.867,-1.139,0.098,-0.853,-3.556,-1.641,-0.208,1.151,0.133,-0.656,0.796,0.062,0.803,0.112,0.365,-1.068,-0.27,0.312,-0.491,1.193,0.676,-0.943,-0.045,0.973,-0.14
1.098,0.852,2.131,0.021,1.475,0.026,0.308,-0.443,1.075,-1.63,0.7,-1.816,1.075,0.693,1.156,0.042,0.133,-2.052,1.21,0.148,-0.58,1.721,0.681,-1.031,-1.938,0.586,-0.053,0.818,1.158,-0.366,0.071,-0.19,-0.122,0.26,-0.259,0.356,-1.314,-0.108,0.102,0.511,-0.458,0.786,-0.048,1.013,-0.811,-0.04,0.273,0.364,0.433,-1.756,1.337
0.539,0.213,1.148,0.58,0.892,0.365,1.226,0.542,1.132,-0.866,-0.273,-0.746,1.031,0.897,0.612,0.042,0.959,-1.192,-0.395,0.449,-0.627,-2.307,-1.583,-0.199,-0.851,-0.03,-0.897,-0.697,0.787,0.43,0.432,0.799,-0.216,-1.4,0.133,-0.199,1.037,0.584,0.763,0.33,1.26,-0.732,-0.046,0.291,-0.181,0.419,0.498,-0.349,1.162,-1.417,0.295
0.99,0.996,1.015,0.831,0.674,-1.432,1.328,-1.838,-0.589,0.559,1.131,-0.569,-0.791,-0.206,0.984,-1.252,0.002,0.07,1.059,-0.638,-1.095,1.634,0.905,1.384,-0.386,1.337,1.348,1.689,0.277,-0.366,-1.527,-1.152,0.221,0.802,0.872,1.329,-1.317,-0.453,-0.484,0.586,0.785,1.688,-0.052,0.957,-0.226,0.199,-1.696,1.671,-0.161,-0.544,1.064
-0.644,-0.162,-0.33,-0.188,1.827,0.681,0.073,1.197,-1.961,-0.405,-1.444,0.393,1.023,1.184,0.102,0.042,-0.49,0.939,-1.073,1.031,-0.725,-0.978,-0.466,0.14,-0.15,-0.47,1.504,-1.03,-0.021,0.43,0.07,1.134,-0.299,-1.084,0.872,0.61,1.688,-0.708,-0.617,0.223,-0.456,-1.099,0.374,-0.168,0.356,-0.04,0.048,0.72,-0.493,-1.557,-0.69
0.391,0.414,0.453,-0.242,0.512,0.192,0.263,-1.065,2.031,-0.269,0.512,-1.917,-0.016,-0.223,0.128,0.042,-0.237,-2.595,0.744,1.071,0.902,-1.305,-0.505,0.247,-1.635,0.584,0.311,0.616,0.026,-0.764,-2.382,0.355,-0.567,-0.228,0.133,0.328,-1.318,-0.046,-0.516,0.423,-0.452,0.591,-0.229,0.524,-0.505,-0.804,-0.946,-0.834,0.254,-0.199,0.163
-2.749,-2.877,0.79,-1.17,1.32,0.033,-0.255,-0.965,0.182,0.483,-3.153,0.076,0.796,0.402,-0.457,-0.39,1.048,0.51,-3.27,-0.728,2.582,1.036,-1.022,-1.692,-0.203,-2.977,-0.7,-1.247,0.643,0.364,-0.104,1.762,-0.368,0.603,0.872,0.345,1.545,1.839,-0.735,0.119,0.322,-1.804,0.135,-0.729,0.145,-1.359,-1.302,0.364,1.216,1.47,-2.214
1.625,1.458,1.222,-0.043,1.858,0.155,0.06,2.884,-0.374,-0.213,1.253,-0.278,0.609,0.638,2.14,-0.39,0.09,0.076,1.105,0.823,0.042,0.942,1.739,-0.993,-0.173,0.603,1.257,0.75,1.254,-0.366,0.99,-0.864,-0.783,-1.339,1.068,1.31,-1.315,-0.355,0.176,0.925,0.585,1.67,-0.157,1.746,0.747,1.107,0.273,1.671,-0.025,-0.801,1.405
0.233,0.079,-0.174,-2.006,0.664,-0.243,-0.028,1.275,1.462,0.709,0.085,-0.649,-0.145,0.57,-0.018,0.473,-1.885,-0.706,0.256,0.054,1.018,-0.585,-0.47,0.506,-0.763,0.553,0.418,0.681,-1.084,-0.366,-3.375,0.883,-0.457,0.086,1.445,0.688,0.254,-0.165,0.711,0.255,-0.441,1.057,-0.363,-0.579,-0.598,-1.875,-0.384,0.839,-2.074,-0.637,-0.544
0.598,0.648,0.335,-0.086,-0.378,-1.065,1.535,0.165,-0.476,2.472,0.516,-0.556,1.163,1.2,0.637,1.335,0.616,-0.565,0.662,1.713,-0.094,-1.084,-2.027,0.635,0.205,0.228,2.229,0.649,0.765,0.43,0.249,0.232,0.199,0.623,1.626,0.246,-1.191,-0.872,0.933,0.306,-0.45,0.598,0.126,0.805,0.236,0.19,0.16,0.245,0.74,0.258,0.818
-0.124,-0.103,0.959,0.467,-1.751,-0.748,0.916,1.386,0.874,-0.717,-1.144,-0.167,0.828,0.827,0.797,-0.39,-0.301,0.318,-1.162,0.941,-1.098,0.307,1.837,0.541,-0.737,0.441,1.414,-1.051,0.962,-0.366,-0.786,-0.196,0.099,-1.164,1.068,0.335,0.234,0.574,0.474,0.515,-2.297,-1.171,0.03,0.305,-0.114,-0.781,-2.352,1.616,-0.364,-1.041,0.244
