Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature31,Feature32,Feature33,Feature34,Feature35,Feature36,Feature37,Feature38,Feature39,Feature40,Feature41,Feature42,Feature43,Feature44,Feature45,Feature46,Feature47,Feature48,Feature49,Feature50,Target
0.727,0.98,0.625,1.112,-0.131,-0.486,-0.182,-0.412,0.374,0.228,0.784,-0.45,0.394,0.285,0.865,-0.821,0.585,0.328,0.861,-0.992,0.267,1.094,-0.068,0.274,-0.458,-1.895,0.215,0.645,0.707,-0.366,-2.233,-0.207,-0.733,1.103,-0.621,0.673,-1.321,-0.415,-0.035,0.41,1.26,0.867,-0.325,1.115,-0.304,0.524,0.441,0.364,0.296,0.46,0.895
0.65,0.455,1.513,0.42,-1.349,-0.728,0.508,-0.396,-1.044,-0.704,0.187,-1.783,0.967,0.751,0.437,0.042,0.431,-2.106,0.519,1.851,-2.353,-0.833,-0.207,0.602,2.191,-0.097,-0.605,0.061,0.669,-0.366,0.078,-0.844,0.087,-1.352,-0.03,0.351,-0.885,-0.072,1.09,0.385,-0.455,0.054,0.521,0.499,-0.484,-0.04,0.273,0.364,0.332,-1.626,0.963
-0.82,-0.413,-0.644,-1.604,-0.188,-0.306,0.28,-0.812,0.032,2.661,-0.154,-0.398,-0.574,-0.394,-1.115,-0.39,-1.358,0.175,-0.362,1.152,0.424,-2.179,0.791,0.02,-1.242,0.582,1.519,-0.482,-1.34,-0.366,-0.563,-1.358,-0.826,-1.419,1.445,0.356,0.5,-0.973,0.923,0.035,-0.452,-0.137,-0.862,-0.987,-0.654,-0.212,0.16,1.017,-1.308,0.53,-1.112
0.586,0.595,0.628,-0.763,-0.494,-1.755,-0.409,0.712,2.49,1.107,0.176,-0.194,0.587,0.353,0.598,0.042,0.577,0.027,0.324,-0.611,0.303,-0.927,-0.875,1.729,-0.21,-0.173,0.785,0.224,0.479,0.696,0.076,0.422,0.214,0.463,0.51,0.331,0.234,0.332,0.736,0.369,1.485,0.066,-0.134,0.503,-0.024,0.013,0.024,0.364,0.443,0.35,0.719
0.769,0.44,1.265,1.252,2.289,0.517,0.422,0.638,1.013,-0.892,-0.093,-0.86,0.485,0.378,0.735,-0.39,0.398,-0.442,-0.261,0.642,0.162,0.846,-0.05,-1.139,0.078,-0.673,-0.675,-0.606,0.788,0.165,0.338,-1.217,0.272,-0.134,0.133,0.717,-0.012,0.25,-0.061,0.568,1.5,-0.684,-0.033,0.62,0.006,0.304,0.273,0.839,0.278,-1.014,0.839
0.607,0.067,1.263,0.407,-1.634,1.195,-0.695,-1.316,-0.276,-1.138,-0.29,-0.772,1.304,0.917,0.367,0.042,1.47,-0.836,0.171,0.431,0.629,0.074,1.189,-0.179,-0.054,0.294,-0.518,0.06,1.099,0.961,1.017,0.894,1.115,-0.952,0.314,0.34,0.969,0.628,-0.084,0.26,-0.461,-0.052,-0.578,0.371,0.059,1.528,1.218,0.364,1.299,-1.508,0.699
0.186,-0.262,1.007,-0.237,0.219,-0.717,-0.379,-0.727,-0.124,-0.021,0.063,-0.651,0.623,0.568,0.17,0.042,-0.792,0.325,-0.078,-0.535,-0.754,0.779,-1.155,1.999,0.575,0.224,-0.659,-0.677,0.337,-0.366,-0.198,-1.361,-1.107,0.72,-0.063,0.723,0.237,-0.084,-0.199,0.477,1.28,-0.634,-0.436,0.024,-0.766,-0.049,0.01,0.839,-0.713,-0.969,-0.143
0.659,0.478,0.163,0.566,-0.4,0.695,0.959,-1.134,-0.744,-1.176,0.438,-1.222,0.275,-0.168,0.274,0.042,0.287,-1.142,0.712,1.237,-0.094,-0.434,0.282,0.856,-0.173,1.284,0.198,0.396,-0.214,-1.162,0.068,0.168,-0.223,-0.517,-0.063,-0.2,-1.317,-0.257,-0.38,0.253,0.584,0.546,0.167,0.456,0.336,1.451,0.835,-0.349,0.253,0.402,0.875
0.645,0.31,1.709,1.37,0.453,-1.393,0.81,-0.39,-0.368,1.192,-0.133,-0.835,0.465,0.231,0.676,-1.252,0.228,-0.945,0.063,1.848,-0.462,-2.078,-0.57,-0.356,0.913,-0.737,0.819,-0.19,1.14,0.43,0.52,-0.12,0.657,-0.498,0.872,0.323,1.079,0.153,-0.689,0.309,0.735,-0.233,0.008,0.232,-0.675,0.534,-0.29,0.364,0.318,-2.539,0.711
0.875,0.724,1.146,0.728,-1.494,-0.704,-0.876,0.683,-0.681,1.555,0.944,-0.638,0.163,0.415,0.599,-0.821,0.137,-0.134,0.778,-0.359,-0.878,0.033,-0.294,0.085,0.299,-1.275,-0.261,1.258,0.594,-0.897,1.437,-0.409,0.288,0.626,-0.063,0.311,-1.318,-0.229,-0.495,0.484,2.142,1.125,0.374,0.727,-0.222,1.68,0.863,0.364,-0.299,-0.28,0.998
1.555,1.099,1.987,1.275,-0.225,-2.558,-1.017,2.404,-1.477,1.096,0.841,-0.759,0.53,-0.052,1.544,-0.821,0.526,-0.49,0.718,0.134,0.801,-0.08,0.585,0.111,0.442,-1.366,-1.022,0.999,1.049,-0.366,0.985,-0.905,0.064,0.11,-0.621,-0.2,-0.611,0.209,-0.08,0.708,0.73,0.91,1.058,1.137,0.214,1.107,0.273,-0.349,0.565,-1.474,1.48
0.35,-0.089,0.306,-0.558,-1.165,0.309,-1.333,-0.669,0.115,-0.448,-0.382,-1.484,0.389,0.347,0.091,-0.39,-0.82,-2.121,0.075,0.28,-0.599,0.463,1.153,0.409,-0.536,-0.264,-0.531,0.162,-0.688,-0.366,0.072,1.797,-0.0,-0.205,0.872,0.333,0.813,0.195,-0.769,0.205,0.389,0.059,0.317,-0.404,0.967,2.082,0.273,0.364,-1.139,-1.227,-0.447
-1.491,-1.781,-0.77,1.076,-2.445,1.106,-1.366,0.673,-0.011,0.684,-0.648,-0.292,0.679,1.213,-0.94,0.473,1.302,0.578,-0.673,-3.001,0.55,1.935,0.711,0.211,0.008,-1.123,-0.746,1.16,0.643,1.227,0.089,-0.539,-1.53,1.88,0.133,-0.176,-1.321,-0.892,-2.08,-0.221,-0.461,1.099,-0.826,0.634,-0.469,-0.843,0.16,-0.349,2.109,2.536,-1.815
0.759,0.819,0.141,-1.898,0.864,-0.837,0.729,-1.01,0.724,0.882,0.687,-1.311,0.695,0.656,0.651,0.904,-0.531,-2.052,0.775,1.338,-1.438,0.361,-1.008,0.84,0.916,0.96,2.001,0.921,0.019,-1.428,1.086,1.243,-0.874,-0.162,1.068,0.7,-0.888,-0.489,-0.16,0.328,-0.458,0.499,-0.229,0.349,-0.098,1.266,0.816,0.839,-0.864,-0.19,1.007
0.617,0.266,1.214,0.069,-0.604,-0.139,0.767,0.763,-0.066,1.539,-0.024,-0.335,0.348,0.397,0.687,-0.39,-0.428,-0.185,-0.373,0.82,0.572,0.573,-0.76,-1.424,1.08,-0.239,0.004,-0.923,0.728,0.165,0.543,-0.644,-0.173,-1.653,0.51,1.317,0.512,-0.159,0.141,0.513,0.423,-0.945,-0.294,0.499,-0.014,0.82,-0.29,1.671,-0.363,-1.182,0.792
-0.041,0.093,0.354,1.264,-0.55,-0.247,-0.114,0.217,-0.539,0.436,-0.221,-1.078,-1.028,-1.801,-0.749,-2.114,0.205,-0.544,0.201,1.428,1.407,1.464,-0.257,0.869,-0.311,-0.401,-0.294,-0.251,-0.887,-1.428,2.684,0.256,-0.101,1.184,-0.063,-0.31,0.79,-0.211,-0.106,-0.004,1.284,-0.225,-0.564,-0.456,-0.524,3.171,2.635,-1.596,0.267,-0.123,0.037
0.425,-0.024,1.015,0.639,-0.388,2.366,0.273,2.08,-1.229,0.185,-0.447,-0.15,0.886,0.822,0.221,0.904,0.406,-0.077,-0.648,-0.829,-0.953,-0.65,-0.419,-1.53,0.242,0.762,-0.476,-1.207,0.563,0.43,-0.113,1.23,0.191,-0.377,-0.621,-0.187,1.401,0.938,0.273,0.337,-0.439,-1.378,-0.069,0.227,-0.72,-0.422,-0.665,-0.23,0.605,-0.983,0.284
-1.178,-1.339,-0.411,-1.018,-0.462,-0.011,0.104,0.384,1.138,-0.201,-0.251,-0.151,0.938,0.987,-1.224,0.904,-0.454,0.046,-0.095,-0.451,1.308,-0.662,-1.029,0.0,1.009,-0.523,1.122,-0.847,0.271,-0.897,0.072,1.112,-0.815,0.744,0.314,0.611,-0.483,0.298,0.348,-0.041,-0.458,-0.596,0.613,-0.154,0.748,-0.04,-0.065,0.72,-0.38,1.118,-1.487
-0.592,0.174,0.895,1.499,-1.118,-0.14,1.256,-0.713,0.205,1.142,-1.268,0.095,1.261,1.159,0.739,0.042,-0.283,0.367,-1.242,-1.086,0.526,1.922,-1.523,-0.34,-0.38,-0.17,-2.374,-1.206,1.233,-0.366,-0.577,0.171,0.717,0.053,-0.47,0.332,0.969,1.155,0.673,0.473,-0.454,-1.424,0.796,0.324,0.416,-0.843,-0.234,0.364,-0.063,-0.517,0.046
0.65,0.154,1.249,0.075,0.263,0.651,-1.401,-1.774,2.562,-0.849,-0.618,-1.093,0.61,-0.199,0.437,0.042,0.517,-0.668,-0.729,1.356,1.659,-1.177,-1.565,0.774,0.199,1.088,0.369,-0.449,0.682,-0.366,-0.387,-0.164,0.02,-0.427,0.133,-0.647,1.5,0.596,0.426,0.522,2.149,-1.119,-0.425,-0.226,-0.813,-0.04,0.273,-0.289,0.625,-1.542,1.154
-0.022,-0.017,-0.157,1.22,0.508,0.174,-0.083,-0.815,-0.293,-0.46,0.289,-0.58,0.155,0.412,-0.2,0.473,-0.301,-0.094,0.664,-1.207,-0.367,-0.361,1.458,-0.132,-0.657,0.421,-0.484,1.177,-0.076,0.165,-0.398,-0.429,0.274,0.802,-0.063,0.698,-1.322,-0.605,-1.042,0.117,-0.463,1.191,0.312,0.107,0.133,0.19,0.104,0.72,-0.614,0.949,-0.237
1.202,0.859,0.683,0.946,-0.27,-0.667,-1.84,0.408,-0.98,-0.325,0.554,-0.98,-0.563,-0.872,0.671,-1.252,0.091,-0.939,0.027,0.338,1.228,-0.505,-0.515,-0.513,0.603,-1.207,-0.576,0.561,-0.187,-0.366,-2.793,-1.421,0.836,-0.131,0.314,0.352,-1.317,-0.561,0.003,0.433,-0.463,0.319,-0.362,0.312,-0.373,-0.728,-0.805,0.364,0.08,-1.09,1.379
-0.144,-0.498,-0.377,0.663,-0.22,1.133,-0.204,1.287,-0.285,-0.741,1.267,-0.614,-0.646,-0.585,0.636,-0.39,1.656,0.659,0.949,0.892,-1.341,0.536,0.998,1.16,-1.776,0.168,0.975,3.328,0.623,0.342,1.962,-1.886,-1.206,-0.043,0.51,1.325,-1.322,-0.713,0.465,0.116,-0.46,3.407,0.833,0.933,0.635,0.419,1.397,1.671,1.933,1.546,-0.339
0.725,0.523,0.466,-0.849,-0.043,0.628,0.109,0.04,-0.985,-0.119,0.01,-0.071,0.562,0.566,0.804,0.042,-0.223,-0.02,-0.23,-0.411,-0.107,1.024,-1.547,-0.763,-1.469,0.977,-0.889,-0.897,0.354,0.43,-0.121,0.101,-0.693,0.142,0.133,0.341,0.969,-0.07,1.316,0.484,0.827,-0.597,0.005,0.666,0.427,-0.269,-0.29,0.364,-0.448,-0.504,0.375
-2.741,-2.32,0.499,-1.12,-0.289,-0.218,0.363,-0.422,-0.554,0.664,-2.159,-0.139,-0.149,-0.907,-1.653,0.473,-2.019,0.464,-2.859,0.155,1.083,-1.114,-0.208,0.048,-0.135,-0.402,-0.27,-1.807,0.022,-1.428,-0.372,-0.131,-0.122,0.196,-0.817,-1.717,1.516,5.269,-1.071,-0.147,0.436,-1.509,-0.339,-1.281,-0.263,-0.575,-0.74,-2.25,-2.445,0.452,-1.766
0.733,0.367,1.407,0.595,-1.104,-0.369,0.913,0.79,-0.374,0.994,0.14,-1.111,-0.185,-0.136,0.728,-1.252,-0.024,-1.485,0.106,1.761,-0.054,0.308,-0.402,-0.198,-0.65,-0.21,0.12,-0.435,0.298,0.165,0.535,-0.665,0.649,-0.665,0.51,0.294,1.085,0.011,0.07,0.332,2.147,-0.246,0.881,0.439,0.211,-0.346,0.273,-2.398,-0.106,-2.378,0.493
0.309,0.308,0.427,-0.288,-0.494,-1.157,0.165,0.055,-1.339,0.532,0.118,-0.372,0.702,0.903,0.379,-0.39,0.03,-0.186,0.145,0.802,1.451,0.037,-0.268,1.05,-0.216,-0.402,1.695,0.083,0.916,0.165,0.531,-1.006,0.162,-0.869,1.445,0.342,-1.343,0.105,0.415,0.277,-0.454,-0.101,0.258,0.697,0.284,0.534,-0.29,0.364,-0.205,0.56,0.417
-0.254,-0.389,-0.574,0.381,-0.963,0.563,0.331,0.675,0.945,-0.051,0.594,-0.563,-0.946,-0.186,0.31,-1.252,1.071,0.031,0.59,-0.62,-1.11,-1.927,-1.124,0.054,0.452,1.416,1.263,2.915,-0.075,0.165,2.442,-1.722,-1.344,0.706,0.51,1.331,-1.321,-0.948,0.062,0.242,-0.46,2.964,1.851,0.564,-1.898,2.627,2.916,1.671,1.553,1.55,-0.288
0.946,0.69,2.215,1.14,2.148,-1.001,-1.458,0.685,0.515,0.954,0.231,-1.111,1.128,0.816,1.282,-0.39,0.485,-0.958,-0.459,0.666,1.06,1.666,0.804,0.803,-0.647,0.577,-0.59,-0.972,1.359,0.165,0.069,-1.436,-0.698,0.927,0.133,0.303,1.22,-0.128,0.345,0.488,1.28,-0.812,-0.145,0.745,-0.213,-0.04,0.273,0.364,0.486,-2.283,1.082
0.311,0.283,0.226,0.334,0.357,-2.086,-0.457,-0.108,-1.685,-0.297,0.275,-0.358,0.527,0.557,0.132,-0.39,0.549,-0.307,0.522,0.131,0.795,0.986,0.773,0.416,1.314,1.722,-0.664,0.529,0.168,0.696,-0.104,1.628,-0.331,-0.071,0.872,0.329,-0.483,-0.124,-0.47,0.195,0.548,0.269,-0.294,0.222,0.684,-0.441,0.273,0.364,0.512,0.501,0.383
-2.138,-2.689,-1.903,0.281,-1.503,0.048,0.3,-1.199,-0.333,0.671,-1.051,0.053,-1.371,-0.489,-2.169,0.042,0.901,0.362,-0.555,-0.446,-0.59,1.466,0.099,-1.187,-2.444,0.819,-0.227,1.985,-1.812,0.696,0.212,0.122,-1.422,1.005,1.068,0.334,-1.191,-1.521,1.069,-0.659,-0.449,2.056,-0.392,-1.922,0.445,-3.366,-2.315,0.364,0.409,2.938,-2.936
-0.228,-0.379,-1.301,0.269,-2.268,-0.478,-1.168,0.112,1.109,-1.201,-0.018,-0.092,0.558,1.142,-0.297,0.042,-0.727,0.083,0.178,0.094,0.556,0.449,0.676,0.94,-0.14,-1.047,1.232,-0.383,-0.359,-0.366,0.502,0.737,0.109,-0.355,0.872,0.345,-0.026,-1.011,0.578,0.179,2.669,0.309,-0.153,-0.311,0.436,0.591,0.61,0.364,-0.97,0.485,-0.405
-1.032,-1.591,-0.406,1.06,0.256,0.135,-0.537,-1.308,-0.366,0.28,0.12,0.258,-0.013,0.167,0.367,-8.58,2.154,0.969,0.094,1.18,1.22,2.289,-0.012,0.36,0.013,0.283,-0.262,1.506,0.627,0.961,-3.574,-0.535,-1.535,0.57,0.872,-5.534,-1.19,-0.719,2.448,-0.155,2.945,2.211,-4.484,0.499,-4.049,-0.499,0.385,0.364,2.195,2.265,-2.345
0.895,0.68,0.879,0.416,1.633,0.105,2.566,-0.416,0.812,0.0,0.433,-1.679,0.466,-0.116,0.537,0.042,-0.186,-1.764,0.7,0.451,-1.04,1.16,-0.14,-0.98,-0.139,0.317,-0.319,0.616,0.456,-0.897,0.531,0.86,0.661,-0.406,-0.063,0.354,-1.32,0.557,-0.871,0.417,0.874,0.327,-0.245,0.487,-0.378,0.534,-0.29,0.364,-0.023,-0.474,0.714
-0.139,-0.084,-1.723,0.051,-0.766,-0.679,0.276,0.302,0.216,1.096,0.497,-0.476,-3.216,-2.768,-1.318,-1.252,-2.386,0.024,-0.126,-1.309,-0.652,0.056,-2.358,-0.5,-3.118,1.29,-0.928,0.549,-4.379,-0.897,0.992,-2.155,-0.032,0.353,0.314,1.906,-0.757,-2.739,0.105,-0.087,-0.448,0.803,1.797,-2.023,-0.982,0.199,0.798,1.908,-2.536,0.911,-0.236
0.688,0.823,1.16,1.677,0.133,0.251,0.944,-1.904,0.087,0.643,0.144,-1.367,0.462,0.327,0.797,-0.39,0.03,-1.677,0.024,0.829,0.359,0.53,-1.691,0.586,0.658,0.208,-1.065,-0.177,0.574,-0.366,0.063,-1.668,3.089,0.593,0.133,0.329,0.232,0.36,0.398,0.495,1.279,-0.223,0.829,0.947,0.588,-0.155,0.16,0.364,-0.475,-0.842,1.754
0.875,0.818,1.046,-0.414,0.243,0.58,0.644,-1.657,-0.484,-0.437,0.186,-0.325,0.841,0.888,1.074,-0.39,0.202,-0.054,0.204,0.361,-1.713,0.936,-0.231,-0.756,-0.198,-0.396,0.651,-0.224,1.099,-0.366,0.069,-1.109,0.071,-0.676,1.445,1.328,0.247,0.219,-0.18,0.615,-0.457,-0.301,0.217,0.633,0.336,-0.04,0.16,1.671,0.326,-0.531,0.852
0.498,0.44,-0.143,0.584,-0.776,-1.654,-0.02,1.165,-0.003,-0.737,0.278,-1.369,-0.155,-0.723,0.425,0.042,-2.105,-1.608,0.131,-0.517,-0.489,-0.354,-0.385,-0.4,-1.222,-0.182,-0.93,-1.311,-0.034,-1.162,-0.846,-1.366,1.016,0.377,0.133,-0.642,-0.05,1.22,-0.452,0.348,-0.45,-0.658,0.243,0.186,-0.199,-1.354,-0.852,-0.943,-2.018,-0.037,-0.038
-0.405,-0.449,-0.667,-0.633,-1.384,-0.546,0.759,-0.069,-1.708,-1.487,0.462,-0.375,-0.761,-0.663,-0.199,-0.39,0.871,0.911,0.466,-0.929,0.403,0.861,-0.791,0.582,1.992,0.65,-0.167,-0.217,-0.552,0.165,0.443,-0.959,-1.285,0.762,0.51,0.888,-1.318,-0.955,0.146,-0.076,-0.454,-0.13,-0.281,0.356,1.154,0.419,0.835,1.077,0.975,1.343,-0.081
1.016,0.996,0.911,-0.468,0.368,-0.168,0.895,0.226,-0.951,-1.584,0.816,-0.596,0.53,0.445,1.173,0.473,-0.805,-0.09,0.713,-0.044,1.006,-0.258,-0.846,1.033,-1.317,0.455,-0.68,-0.035,0.451,-0.366,0.265,-1.226,-0.522,0.27,-0.063,0.699,-1.029,0.117,0.075,0.644,-0.459,0.208,-0.321,1.181,-0.134,0.19,-0.065,0.839,-0.757,-0.556,0.836
0.274,0.138,0.215,-0.283,1.102,0.634,0.009,0.619,2.158,-0.426,-0.303,-0.079,0.221,0.029,0.313,0.042,0.488,0.185,-0.42,-0.024,1.207,1.529,0.577,-1.631,0.191,1.048,0.805,-1.069,-0.05,0.696,-0.561,0.528,0.131,1.344,1.445,0.34,1.401,-0.266,0.315,0.302,-0.453,-0.761,-0.29,0.222,0.51,-0.843,0.16,0.364,0.175,-0.353,0.467
0.494,0.545,0.859,-0.637,-1.551,0.203,-0.177,0.872,0.342,-0.759,-0.377,0.072,0.306,0.309,0.625,-0.39,-0.272,0.6,-0.512,1.718,-0.302,1.284,-1.072,0.227,0.767,0.189,1.932,-0.559,0.572,0.165,0.068,-0.787,-0.314,-1.745,1.445,1.326,0.799,-0.167,0.365,0.409,-0.455,-0.32,-0.052,0.545,0.366,-0.04,0.16,1.671,-0.575,-0.931,0.468
0.974,1.082,0.435,0.066,0.038,-2.069,-0.155,-0.959,-0.506,1.763,0.564,-0.481,-0.276,-1.374,0.857,-2.114,0.019,-0.058,0.374,0.597,-0.372,0.008,0.425,0.88,0.626,-0.758,-0.809,-0.154,0.285,-0.897,-1.561,-1.267,0.909,-0.006,-0.817,0.314,0.376,0.296,-2.555,0.391,-2.434,-0.193,-0.97,0.883,-1.121,-1.473,-0.459,0.008,0.076,0.071,0.72
-0.361,-0.215,0.177,0.514,-0.701,0.401,3.044,0.416,-1.762,-0.094,0.772,-0.505,1.04,1.151,0.156,0.473,0.48,0.073,0.992,-0.876,-0.706,0.434,-1.322,0.384,0.972,0.11,-0.862,-0.71,1.185,0.165,1.449,-1.844,-0.469,0.901,0.133,-0.228,-0.612,-0.022,0.458,0.201,2.138,-0.313,-0.174,0.727,-0.459,1.91,1.622,-0.349,0.294,1.327,-0.839
0.893,1.198,-0.206,-0.093,1.636,-0.343,-1.659,0.393,-1.817,-1.452,1.839,-0.505,-0.757,-0.458,0.933,-0.39,-0.474,0.554,1.396,-0.178,-0.806,1.618,0.735,0.854,-0.81,0.416,-0.946,1.27,-0.235,0.165,0.632,-1.853,2.036,0.238,0.314,0.88,-1.322,0.189,1.444,0.55,-0.452,1.754,-0.23,0.615,-0.158,0.648,1.06,1.077,-0.751,0.261,0.294
0.592,0.525,0.191,0.8,1.676,-0.077,-0.905,2.655,-0.261,1.383,0.26,-0.937,0.521,0.366,0.38,0.042,1.011,-1.961,0.647,-0.376,1.692,0.2,1.016,-1.316,1.271,-1.399,-1.329,0.175,-0.084,-0.808,0.346,0.75,3.196,-0.504,-0.817,0.333,-0.483,0.164,-0.22,0.295,-0.447,0.387,0.89,0.063,0.582,0.247,0.216,0.364,1.421,-0.645,1.006
0.194,0.26,-0.077,-1.875,1.31,0.546,0.923,-0.124,-0.512,-0.337,0.564,-0.21,0.406,0.132,0.339,0.042,-1.537,0.036,0.294,0.551,0.833,0.867,0.886,0.453,-0.021,1.143,0.108,-0.175,0.03,0.165,0.433,-0.481,1.037,-0.078,0.133,0.345,0.801,0.838,2.002,0.266,-0.453,0.039,-0.027,0.683,0.215,0.419,0.16,0.364,-2.027,0.595,-0.399
0.38,0.375,0.4,0.26,-0.125,-0.158,-0.97,0.084,0.322,-0.039,0.638,-0.444,1.278,1.217,0.317,1.335,0.625,-0.257,0.619,1.354,0.16,-1.154,-1.162,-0.138,0.741,-1.68,2.414,0.498,1.039,0.43,0.262,0.495,0.223,1.04,1.445,0.251,-1.191,-0.526,0.315,0.315,-0.451,0.288,-0.293,0.683,-0.237,0.19,0.16,0.245,0.717,0.258,0.638
-0.198,-0.017,-0.308,-0.279,-1.296,0.528,-0.318,-0.271,-0.277,1.218,0.027,-0.388,0.079,-0.013,-0.46,0.042,0.161,-0.767,0.266,1.192,-1.105,-1.142,0.839,-0.632,-0.271,0.27,0.817,-1.374,-0.067,0.961,-0.568,0.835,0.182,0.497,1.445,0.339,1.401,-0.079,0.495,0.114,2.558,-1.125,0.331,0.299,0.037,-0.843,0.16,0.364,0.346,0.41,-0.129
-0.493,-0.686,-1.599,-1.967,0.498,-0.237,-0.423,-2.011,0.267,-0.821,0.34,-0.025,-1.938,-1.772,-1.416,-2.114,-0.411,0.116,1.164,-0.641,-1.151,-0.635,0.235,-0.008,-0.199,-0.951,-0.695,1.641,-1.949,-0.897,-1.296,0.516,-0.64,0.661,0.314,-3.245,1.935,-1.214,-0.003,-0.195,-0.456,1.953,0.214,-0.917,1.017,-1.76,-1.977,-4.269,-0.573,1.679,-0.651
1.033,0.976,1.16,-0.06,0.347,1.07,0.282,0.354,0.496,-0.15,0.82,-0.885,1.044,0.676,1.066,0.042,0.724,-0.31,1.065,0.53,-0.22,-1.161,-0.642,0.466,-2.009,-0.425,-0.078,0.042,1.152,-0.366,0.063,-0.31,-0.068,-0.014,-0.259,0.354,-1.308,-0.129,0.464,0.491,1.128,0.592,0.096,1.069,-0.743,-0.04,0.273,0.364,0.623,-0.055,1.238
-1.128,-0.524,0.918,0.492,-0.038,-1.62,-0.416,-0.66,1.273,1.137,-0.434,-0.453,0.675,0.568,-0.277,-0.821,0.094,0.214,-0.321,-0.025,1.326,-2.292,2.134,-0.425,0.705,-0.077,0.166,-0.863,0.857,0.165,-0.377,-1.142,-1.29,0.701,-0.063,-0.651,0.938,0.381,0.177,0.078,2.136,-1.041,-0.291,0.229,0.179,-0.613,0.273,0.364,0.757,0.777,-0.619
-0.657,-0.409,-0.541,-0.887,-0.669,-0.868,0.273,-0.713,-1.586,-0.255,-0.328,0.435,-0.08,0.011,-0.813,0.042,-0.997,1.08,-0.355,-0.934,-1.281,1.156,0.079,-0.625,-1.629,0.622,-2.228,-0.175,-1.421,-0.897,0.256,0.896,0.56,-0.037,-0.817,0.341,-1.192,-0.745,0.048,0.002,-0.451,-0.022,-0.238,-1.374,-0.676,0.19,0.273,0.364,-1.422,0.097,-0.973
-0.227,0.103,-0.224,0.043,1.848,0.967,0.154,-0.597,0.352,0.587,-0.255,-0.475,-0.949,-1.255,-0.197,-0.821,-0.872,0.745,-0.336,-0.985,0.454,-0.932,-0.817,-1.279,-0.599,-0.294,-0.821,-1.097,-0.062,0.43,0.522,0.14,-0.631,0.557,0.314,-0.652,0.798,0.235,-1.541,0.098,-0.454,-1.243,-0.087,0.013,-0.496,-0.155,0.273,-0.943,-1.357,0.849,-0.236
0.579,0.422,0.367,-0.425,-1.31,1.247,0.496,-0.672,2.435,-0.461,0.041,0.001,0.705,0.66,0.348,0.042,0.544,0.155,0.272,-1.668,0.713,0.693,-1.721,0.24,0.645,-0.333,-2.159,0.386,0.216,-1.162,0.254,0.928,3.262,0.362,-0.621,0.353,-1.191,0.286,0.076,0.267,-0.444,0.139,-0.157,0.408,-0.396,0.19,0.273,0.364,0.197,0.115,0.006
-0.424,-0.043,0.883,-1.06,1.825,-0.335,1.719,0.784,0.917,1.832,-1.393,-0.144,1.326,1.057,0.725,0.904,0.316,-0.098,-1.278,-0.57,-0.538,-0.0,0.629,0.255,0.24,-0.11,-0.921,-1.487,1.1,0.165,0.072,1.272,-0.835,-0.575,-0.063,0.245,-0.302,1.496,0.17,0.441,3.819,-1.356,0.949,0.133,1.166,0.075,-0.177,0.245,0.367,-0.201,0.12
-0.43,-1.203,-1.527,-2.332,0.529,0.499,0.623,-0.837,0.757,-0.422,0.65,-0.316,-1.737,-1.678,-1.239,-2.114,-0.923,-0.935,0.693,1.038,0.323,1.608,-0.039,-1.045,-0.107,-1.648,-0.406,2.377,-1.507,-0.366,-0.782,0.269,-2.038,0.135,0.314,-1.752,1.565,-1.417,0.67,-0.167,-0.458,2.788,-0.009,-0.615,-1.96,-0.632,0.174,-3.309,-0.39,1.622,-2.193
-1.242,-1.87,-1.747,-0.343,0.246,-0.721,-0.334,1.3,-1.268,0.311,-0.456,-0.552,-0.454,-0.074,-1.931,0.042,-0.317,-1.324,-0.403,0.95,-0.614,-0.448,0.218,-0.487,0.932,0.384,0.756,1.422,-0.912,0.696,0.074,1.432,-1.321,-1.663,0.872,0.338,0.396,-1.045,-1.477,-0.264,-0.457,1.162,-0.513,-1.474,-0.428,-0.04,0.273,0.364,0.85,1.693,-1.4
-0.324,0.118,-0.026,1.311,-0.629,1.142,0.332,-0.931,-0.593,-2.198,-0.267,0.218,0.758,1.132,0.029,0.042,-0.05,0.601,0.18,-1.804,-0.085,0.064,0.958,2.316,1.803,-0.074,-2.267,-1.369,0.418,0.165,-0.516,0.265,0.26,0.597,-0.259,-0.129,1.108,0.387,0.627,0.31,2.147,-1.056,0.038,0.21,-0.45,-1.282,-0.735,-0.289,-0.113,0.467,-0.113
0.451,0.212,0.853,-1.477,-0.396,-0.232,-1.763,-0.887,-2.317,1.271,-0.163,-1.227,1.047,1.173,0.269,0.473,0.372,-1.904,0.145,1.437,0.313,-0.723,-0.101,-1.012,-1.563,1.455,1.37,-0.111,0.437,-0.366,-0.219,1.26,0.144,-0.304,1.626,0.508,-0.755,0.486,-0.04,0.361,-0.461,-0.443,-0.403,-0.337,-0.018,2.025,1.791,0.245,0.163,-1.09,0.505
